MODEL,BEST_P,SIGNAL,ACC,PRE_C1,PRE_C2,REC_C1,REC_C2,F1_C1,F1_C2
gradientboosting,19,all,0.64866255144032925,0.47852262356998976,0.73682126637201617,0.48510276157161075,0.73167866162130213,0.48129076788543951,0.73374130581875219
