MODEL,BEST_P,SIGNAL,ACC,PRE_C1,PRE_C2,REC_C1,REC_C2,F1_C1,F1_C2
gradientboosting,119,dscore,0.6979166667,0.4352770731,0.8438731842,0.607745176,0.7289174705,0.5067660993,0.7816972417
