MODEL,BEST_P,SIGNAL,ACC,PRE_C1,PRE_C2,REC_C1,REC_C2,F1_C1,F1_C2
randomforest,100,dscore,0.67505081300813008,0.33499264936511425,0.86403127903902011,0.57791340133324987,0.70041630874197092,0.42366880330487444,0.77317388819124155
