MODEL,BEST_P,SIGNAL,ACC,PRE_C1,PRE_C2,REC_C1,REC_C2,F1_C1,F1_C2
svm_rbf,19,t,0.63245456872280525,0.4821679870413787,0.71656658021294195,0.48773413583395686,0.71201875762841815,0.48443562115194033,0.71378578486495448
